OrderDetailID,OrderID,ProductID,Qty
5366,15795,1130,3
5367,21139,1409,1
5368,21055,451,4
5369,5811,305,2
5370,20086,61,1
5371,20410,383,4
5372,2994,617,2
5373,5746,1100,4
5374,18701,636,2
5375,29664,363,4
5376,11825,1305,1
5377,10116,1271,4
5378,30028,992,2
5379,6912,238,3
5380,28409,1169,1
5381,30257,788,4
5382,9203,220,4
5383,24444,341,3
5384,28674,627,1
5385,25639,162,1
5386,1060,256,1
5387,11154,657,2
5388,18370,922,1
5389,24785,1023,3
5390,30603,1295,4
5391,11020,640,2
5392,20135,1101,4
5393,10893,1134,3
5394,23066,1392,4
5395,13841,1317,4
5396,15260,372,2
5397,9482,1316,4
5398,23715,866,2
5399,22345,1382,1
5400,7533,1151,3
5401,31346,1108,1
5402,11217,440,2
5403,13266,1180,1
5404,34275,413,4
5405,9854,614,2
5406,21743,1405,3
5407,361,400,1
5408,9696,327,4
5409,17598,4,1
5410,13195,361,1
5411,10489,851,3
5412,13824,594,2
5413,1351,444,3
5414,34771,595,1
5415,25308,454,1
5416,18641,499,1
5417,4388,599,4
5418,13091,261,4
5419,1361,1248,4
5420,26662,750,1
5421,17725,314,1
5422,17504,1497,4
5423,4335,1062,1
5424,12426,401,4
5425,11853,419,3
5426,2499,461,4
5427,14407,784,3
5428,816,28,3
5429,12143,315,3
5430,18844,968,2
5431,5133,1020,1
5432,10220,576,4
5433,9134,185,3
5434,15758,1169,1
5435,5818,18,4
5436,1310,1320,2
5437,26437,1183,2
5438,3932,500,2
5439,11988,313,2
5440,16030,1056,1
5441,18137,342,2
5442,13222,771,4
5443,3460,1447,1
5444,31994,1321,4
5445,4726,1491,4
5446,28493,729,4
5447,2805,232,1
5448,5144,94,1
5449,27293,1365,3
5450,18607,1218,4
5451,539,210,4
5452,2696,541,1
5453,32956,1365,4
5454,26906,250,1
5455,29220,56,4
5456,15988,1028,4
5457,19834,1324,1
5458,6041,1286,2
5459,18529,683,1
5460,21102,1033,2
5461,26306,956,1
5462,18510,431,2
5463,32650,1107,4
5464,460,1252,4
5465,35737,599,2
5466,7658,636,4
5467,32788,1200,4
5468,24984,1260,1
5469,1285,818,1
5470,1679,965,2
5471,376,144,4
5472,15394,147,1
5473,3742,164,3
5474,11078,623,3
5475,20008,491,1
5476,10248,1390,4
5477,27014,1242,4
5478,32492,312,1
5479,23313,955,1
5480,25199,911,2
5481,30377,105,3
5482,10604,262,2
5483,7370,1340,1
5484,21104,1327,3
5485,8396,1461,1
5486,34181,1476,1
5487,8504,630,1
5488,28114,1076,3
5489,23039,1207,1
5490,3436,1029,4
5491,31644,1046,1
5492,3333,740,1
5493,21372,283,3
5494,14398,1003,3
5495,10179,197,4
5496,29508,1117,2
5497,34571,219,2
5498,6956,805,1
5499,26339,495,4
5500,20779,679,4
5501,21213,427,4
5502,13667,498,3
5503,2262,1131,4
5504,6124,1340,2
5505,35144,624,1
5506,5294,689,1
5507,24854,352,4
5508,21222,1048,3
5509,18159,402,4
5510,1580,1453,2
5511,28232,122,4
5512,18772,183,3
5513,29562,421,2
5514,7646,1486,3
5515,33352,605,2
5516,34575,918,3
5517,9993,1427,1
5518,7619,334,3
5519,33822,4,3
5520,22065,480,3
5521,13266,290,1
5522,13117,334,2
5523,28130,613,2
5524,28623,803,1
5525,5825,1180,4
5526,31747,1097,2
5527,34600,1499,2
5528,17373,92,4
5529,29330,851,2
5530,29997,746,1
5531,16974,1342,3
5532,11371,235,2
5533,23524,1385,3
5534,9671,173,1
5535,24305,1409,4
5536,35581,1180,1
5537,34478,71,1
5538,6013,724,3
5539,20880,1446,2
5540,12057,690,2
5541,27665,1191,3
5542,7165,460,2
5543,28357,939,3
5544,15467,1454,1
5545,34722,498,1
5546,4828,848,1
5547,16681,156,3
5548,30235,1024,2
5549,23962,122,1
5550,5606,1397,3
5551,30077,1125,2
5552,35687,376,4
5553,17168,567,3
5554,35235,58,3
5555,4458,123,1
5556,26983,936,1
5557,23122,403,2
5558,30782,744,1
5559,35715,1160,3
5560,28514,103,4
5561,31976,928,3
5562,17487,358,2
5563,28722,1270,1
5564,26458,389,1
5565,27246,280,1
5566,32530,1215,2
5567,23331,823,1
5568,28483,60,2
5569,6252,145,2
5570,22146,1275,1
5571,20295,853,4
5572,17964,1308,3
5573,20122,773,3
5574,33978,215,1
5575,8362,773,1
5576,28474,1221,1
5577,32577,109,1
5578,840,624,4
5579,30559,1000,4
5580,24897,392,4
5581,29648,800,2
5582,23857,162,3
5583,1732,459,4
5584,5826,422,4
5585,13839,1351,4
5586,23211,729,2
5587,13932,79,4
5588,21112,1496,2
5589,19686,1293,2
5590,17922,1406,2
5591,22308,139,2
5592,35786,1150,1
5593,6056,1459,4
5594,31759,640,4
5595,34352,707,2
5596,15529,706,4
5597,1706,592,4
5598,21171,395,3
5599,7970,872,1
5600,18983,1307,4
5601,8002,77,4
5602,16330,757,2
5603,18868,248,3
5604,19542,623,3
5605,2516,961,3
5606,2926,1097,2
5607,10298,534,1
5608,14273,829,3
5609,29681,1212,1
5610,15245,170,3
5611,26262,1157,2
5612,32620,516,3
5613,27574,310,4
5614,24757,1456,1
5615,9551,611,3
5616,29787,1078,3
5617,5936,731,3
5618,32931,1062,3
5619,31766,750,2
5620,15053,204,2
5621,35284,124,3
5622,14897,529,4
5623,10090,1105,2
5624,24753,833,1
5625,35239,253,4
5626,31560,196,3
5627,20275,443,4
5628,6716,1416,1
5629,9067,1172,2
5630,23343,904,1
5631,25222,292,1
5632,20072,984,3
5633,11607,149,3
5634,32079,261,3
5635,891,1321,1
5636,33992,348,1
5637,20269,1212,2
5638,10426,199,3
5639,28387,376,2
5640,33389,521,1
5641,8537,137,3
5642,11064,1173,2
5643,22005,792,4
5644,14802,760,4
5645,28007,238,4
5646,29499,562,4
5647,6633,595,2
5648,3972,292,1
5649,7362,513,3
5650,25195,1210,4
5651,23735,580,4
5652,27441,809,4
5653,21343,139,3
5654,2765,1179,4
5655,17483,1294,2
5656,15265,69,4
5657,6663,755,4
5658,17601,1358,2
5659,8702,394,2
5660,4133,1482,1
5661,11913,1131,2
5662,18923,815,1
5663,8153,1216,1
5664,28669,706,3
5665,15458,358,2
5666,6027,992,3
5667,9072,390,4
5668,8338,1462,1
5669,11534,1225,2
5670,29626,619,1
5671,7721,1477,1
5672,14734,1367,4
5673,6348,1395,4
5674,18739,1425,3
5675,23691,68,1
5676,27941,569,4
5677,3810,566,1
5678,28413,482,4
5679,26437,1078,1
5680,22355,1233,4
5681,29147,647,1
5682,28043,374,2
5683,35699,1233,4
5684,14406,826,4
5685,32633,102,1
5686,19247,1462,3
5687,25361,412,4
5688,31706,565,1
5689,27745,1265,2
5690,12992,1471,4
5691,18114,841,4
5692,27875,462,1
5693,984,663,1
5694,21856,283,3
5695,5632,1359,4
5696,31038,739,4
5697,9595,624,2
5698,33615,578,1
5699,24821,86,2
5700,11515,887,1
5701,7523,245,1
5702,13704,458,3
5703,115,913,1
5704,34733,87,1
5705,1361,178,1
5706,17267,862,4
5707,24155,364,2
5708,6001,1285,4
5709,9110,829,1
5710,22497,439,3
5711,33264,286,3
5712,12753,1215,2
5713,8257,313,1
5714,27148,568,4
5715,23471,1071,1
5716,15513,213,2
5717,17370,714,3
5718,30381,1079,3
5719,9704,1127,3
5720,2068,737,3
5721,18624,956,1
5722,7520,1364,3
5723,25986,903,1
5724,16432,922,4
5725,16958,317,4
5726,13427,615,3
5727,35263,906,3
5728,22347,866,2
5729,10949,661,2
5730,29892,303,3
5731,13330,1264,4
5732,14708,1030,3
5733,26894,232,2
5734,6321,648,2
5735,22757,1310,3
5736,17213,583,4
5737,35266,434,4
5738,25198,1128,1
5739,12628,874,3
5740,29905,1216,1
5741,20184,482,4
5742,7589,1427,3
5743,35820,1242,2
5744,28965,502,1
5745,8687,1387,3
5746,2776,269,4
5747,5672,800,2
5748,29743,1092,1
5749,24446,810,3
5750,11250,659,4
5751,31010,676,3
5752,13241,1043,1
5753,1864,1426,2
5754,27261,837,3
5755,30416,753,4
5756,16865,1144,3
5757,28885,9,1
5758,16481,294,2
5759,6968,901,3
5760,12078,199,4
5761,32998,1186,4
5762,9736,774,4
5763,5730,528,2
5764,3578,1293,4
5765,28945,1427,1
5766,28834,662,3
5767,6048,220,2
5768,9993,85,4
5769,10651,1067,4
5770,16965,532,2
5771,9500,116,1
5772,33903,161,1
5773,32314,110,3
5774,18050,197,3
5775,28049,564,3
5776,26378,241,2
5777,6547,957,2
5778,30861,77,1
5779,20090,746,1
5780,11399,987,2
5781,85,235,4
5782,16644,1485,2
5783,34394,863,3
5784,6563,412,4
5785,12382,564,2
5786,3954,277,3
5787,20820,1251,4
5788,24355,510,3
5789,30408,121,3
5790,22457,193,1
5791,34188,976,4
5792,23149,859,2
5793,10564,1179,3
5794,30660,47,1
5795,25237,77,3
5796,10192,879,1
5797,4074,896,4
5798,12558,221,2
5799,34119,1206,3
5800,12862,169,2
5801,27561,609,4
5802,28377,148,3
5803,5929,730,2
5804,34400,1097,3
5805,24585,723,3
5806,5707,805,4
5807,20089,1039,4
5808,18615,577,3
5809,24159,287,2
5810,26794,647,1
5811,5241,234,2
5812,14488,101,3
5813,5301,1178,2
5814,8441,1328,3
5815,17409,1213,2
5816,22515,1182,2
5817,31450,877,4
5818,26250,227,4
5819,30708,1388,1
5820,24831,1212,2
5821,10293,1108,3
5822,18236,421,1
5823,11060,608,4
5824,32685,1265,2
5825,32619,203,3
5826,27203,253,4
5827,11086,1146,2
5828,10878,1478,1
5829,12128,1293,2
5830,4814,996,1
5831,16687,1126,2
5832,5960,234,2
5833,2836,1055,1
5834,4848,286,4
5835,4528,1087,2
5836,7455,1028,4
5837,11838,140,3
5838,11834,1332,1
5839,2384,1075,4
5840,12964,745,3
5841,9760,1062,3
5842,34447,968,4
5843,29076,445,3
5844,16778,1371,3
5845,17326,878,3
5846,5598,983,1
5847,21141,1358,4
5848,18951,612,4
5849,13450,700,2
5850,27822,859,3
5851,13628,633,1
5852,19263,1282,4
5853,30564,1480,2
5854,31938,538,2
5855,25300,151,2
5856,18333,1171,2
5857,24711,1177,2
5858,24343,483,1
5859,11312,513,3
5860,11473,823,1
5861,11528,1176,1
5862,25917,141,2
5863,7306,380,2
5864,6915,128,4
5865,13967,1168,2
5866,14829,113,1
5867,22404,1041,1
5868,1233,1408,1
5869,31952,1332,3
5870,5438,892,3
5871,3109,779,2
5872,20231,983,4
5873,13472,1257,4
5874,26645,226,2
5875,3049,1108,4
5876,11833,454,2
5877,34815,209,1
5878,9476,775,4
5879,8385,719,4
5880,1871,1220,3
5881,21162,4,2
5882,22272,407,1
5883,19056,1108,1
5884,11904,609,4
5885,11963,542,2
5886,9185,543,3
5887,35623,760,1
5888,24663,868,4
5889,9299,1355,1
5890,2058,815,1
5891,21169,1146,3
5892,267,249,3
5893,35772,404,2
5894,16849,1187,2
5895,19581,665,3
5896,33976,369,2
5897,24688,1220,3
5898,11627,914,1
5899,17628,1351,4
5900,828,900,1
5901,23729,215,2
5902,20494,353,4
5903,21765,1216,3
5904,15944,1001,4
5905,9405,1166,3
5906,29208,1496,2
5907,9776,1174,4
5908,33110,23,1
5909,13534,407,3
5910,18592,858,2
5911,34833,1066,4
5912,18140,1492,4
5913,24290,515,2
5914,12618,1106,4
5915,33310,114,4
5916,3678,464,1
5917,3774,294,1
5918,19483,113,1
5919,27543,1218,3
5920,35904,1089,1
5921,26279,932,1
5922,7159,1383,3
5923,13226,1007,4
5924,32370,447,2
5925,13843,503,3
5926,10814,1425,4
5927,4801,351,1
5928,29321,1222,2
5929,16330,405,3
5930,23377,593,1
5931,35714,1031,4
5932,25213,1211,4
5933,12114,1433,1
5934,23594,1315,3
5935,11093,890,3
5936,23368,1279,1
5937,28145,367,2
5938,33727,151,1
5939,27525,398,4
5940,31250,1089,2
5941,29352,698,2
5942,34791,643,3
5943,10929,1132,4
5944,19867,1162,4
5945,20296,1105,3
5946,3548,1025,3
5947,14616,254,1
5948,29717,600,4
5949,14737,1339,4
5950,8693,39,4
5951,14948,1467,4
5952,3530,385,4
5953,15413,1208,4
5954,1407,949,1
5955,1282,809,1
5956,8228,953,3
5957,31121,743,1
5958,4964,644,2
5959,9037,614,3
5960,23202,1120,3
5961,10288,153,4
5962,13217,522,2
5963,34241,174,3
5964,3449,1415,3
5965,16378,1008,4
5966,21330,663,4
5967,23001,363,2
5968,30311,617,1
5969,8678,1217,4
5970,34338,768,1
5971,32433,902,1
5972,10645,942,2
5973,21781,383,1
5974,727,1072,3
5975,8437,1035,3
5976,3961,301,1
5977,4064,1052,3
5978,16895,412,1
5979,16501,639,2
5980,18790,537,4
5981,32686,667,2
5982,1892,221,3
5983,29496,1245,2
5984,11871,255,3
5985,29469,1095,1
5986,2166,870,2
5987,23973,1381,2
5988,11062,197,4
5989,20132,427,3
5990,11915,977,2
5991,19350,859,2
5992,29776,418,4
5993,8461,891,4
5994,14241,504,3
5995,4146,1392,3
5996,16873,1222,4
5997,32901,954,2
5998,10641,505,4
5999,15051,843,2
6000,14481,1389,4
6001,14196,1239,4
6002,21009,351,4
6003,19264,1022,4
6004,34913,923,3
6005,32349,1482,2
6006,28241,1010,2
6007,3305,448,3
6008,9299,1065,4
6009,29407,172,3
6010,25109,1431,4
6011,13860,457,3
6012,29271,793,2
6013,8847,1407,1
6014,1712,180,1
6015,12477,384,1
6016,34340,658,3
6017,4627,708,3
6018,18293,927,1
6019,17723,1012,2
6020,11542,958,4
6021,7375,741,3
6022,23230,672,3
6023,14750,1327,2
6024,11121,18,4
6025,23879,1061,4
6026,25384,1474,1
6027,25676,890,3
6028,28804,1277,3
6029,16066,1127,2
6030,29826,104,4
6031,4103,1224,4
6032,4543,1031,2
6033,1941,852,3
6034,33681,170,3
6035,9132,513,4
6036,6172,722,4
6037,1782,992,1
6038,34249,581,2
6039,29239,429,3
6040,7813,1401,4
6041,799,1081,2
6042,5713,832,1
6043,22170,193,2
6044,34302,131,4
6045,1321,338,3
6046,436,606,1
6047,25545,827,1
6048,12910,308,1
6049,28925,426,3
6050,22881,402,3
6051,33557,297,2
6052,35000,1083,3
6053,30896,1010,4
6054,11077,917,1
6055,25744,354,4
6056,10858,573,3
6057,753,130,1
6058,20180,1015,4
6059,3086,280,4
6060,3188,1152,1
6061,14988,341,1
6062,22344,1345,2
6063,16762,877,1
6064,2616,203,4
6065,14921,263,4
6066,13704,40,1
6067,8039,1199,2
6068,31229,1331,4
6069,27057,280,1
6070,14778,1162,2
6071,33328,612,2
6072,28945,532,1
6073,22007,1202,3
6074,31778,403,1
6075,8732,1084,1
6076,20398,1427,4
6077,21579,382,1
6078,31887,58,1
6079,31617,937,3
6080,15143,936,1
6081,10796,200,4
6082,14450,610,3
6083,25545,316,4
6084,28035,60,4
6085,12021,111,1
6086,13425,1461,1
6087,2029,471,1
6088,12275,242,4
6089,28850,1477,3
6090,3451,1157,1
6091,29398,677,3
6092,32349,411,4
6093,25579,840,2
6094,16064,1414,2
6095,28453,1471,3
6096,15342,1293,1
6097,632,1432,4
6098,1702,356,1
6099,34607,620,2
6100,11333,982,4
6101,32187,652,4
6102,3228,1310,2
6103,16711,7,1
6104,9182,877,3
6105,31182,1103,3
6106,1773,941,3
6107,31828,505,3
6108,9908,292,4
6109,16918,226,1
6110,8994,256,4
6111,10368,189,4
6112,34317,578,4
6113,10408,1431,1
6114,22324,492,4
6115,24504,824,4
6116,19164,1362,1
6117,33210,859,3
6118,13960,441,4
6119,35124,441,4
6120,8309,337,2
6121,9546,84,1
6122,28209,748,2
6123,5611,1169,1
6124,5788,86,2
6125,34652,1262,4
6126,5065,147,2
6127,25710,1184,1
6128,15283,443,1
6129,14473,914,1
6130,1702,834,3
6131,25833,1385,4
6132,23301,934,3
6133,8629,731,3
6134,16682,301,1
6135,7330,937,3
6136,15157,531,3
6137,31640,646,1
6138,25384,490,2
6139,31379,678,4
6140,19286,441,4
6141,4720,1272,1
6142,18132,25,2
6143,1691,251,4
6144,30127,753,4
6145,9008,837,3
6146,15168,608,1
6147,15652,547,4
6148,599,999,3
6149,16026,1134,1
6150,24107,1022,3
6151,23675,931,1
6152,13493,1242,1
6153,31607,1244,1
6154,18203,1145,1
6155,15123,1142,3
6156,16985,1080,3
6157,3977,915,1
6158,6141,1488,3
6159,10265,659,4
6160,18188,1300,1
6161,29186,227,2
6162,18915,997,4
6163,24110,431,4
6164,3874,793,4
6165,8360,270,1
6166,8252,846,2
6167,15798,1224,2
6168,27017,725,1
6169,3677,1053,2
6170,7091,396,3
6171,21488,157,2
6172,35173,619,4
6173,32185,1415,4
6174,4920,1111,2
6175,5722,478,1
6176,9013,1356,3
6177,31603,1313,1
6178,12757,1489,1
6179,30566,483,1
6180,14915,1240,2
6181,13071,984,2
6182,22059,1133,1
6183,20868,285,1
6184,33129,1273,4
6185,13809,533,1
6186,28879,165,1
6187,10848,412,4
6188,12926,1046,3
6189,33069,234,4
6190,3981,1383,4
6191,11810,639,1
6192,3468,476,1
6193,30687,1273,1
6194,8883,154,2
6195,23059,1301,2
6196,14947,323,4
6197,30696,324,3
6198,27914,1184,4
6199,33389,194,3
6200,4880,660,4
6201,8642,1383,2
6202,20749,116,1
6203,28858,61,4
6204,26853,1213,2
6205,35279,1109,3
6206,20719,1315,2
6207,13078,175,3
6208,23547,469,2
6209,18475,779,3
6210,22794,148,3
6211,314,122,4
6212,21681,679,4
6213,9879,1245,3
6214,4675,835,1
6215,21654,1391,3
6216,30555,939,4
6217,19925,1378,1
6218,33791,475,4
6219,18471,704,1
6220,27563,637,2
6221,31003,26,1
6222,32200,435,3
6223,6929,594,4
6224,27291,1231,1
6225,10505,336,4
6226,11809,147,1
6227,34237,569,4
6228,33423,255,1
6229,1533,1205,3
6230,23659,1344,1
6231,30197,229,4
6232,35176,889,2
6233,28865,737,4
6234,20199,904,4
6235,25374,859,1
6236,27439,1498,3
6237,29846,1208,4
6238,1054,1390,3
6239,2770,1327,3
6240,26446,1372,1
6241,16876,881,4
6242,1949,1495,1
6243,30425,310,4
6244,29604,591,2
6245,3666,933,2
6246,3908,88,1
6247,22533,1481,3
6248,14588,177,1
6249,31608,273,2
6250,15700,1152,3
6251,8287,363,4
6252,18180,908,1
6253,23069,1040,2
6254,17831,1318,1
6255,14389,327,4
6256,1151,1174,4
6257,21975,1279,1
6258,6484,1056,1
6259,7127,761,1
6260,17527,642,2
6261,21122,1465,4
6262,35175,1251,3
6263,27486,846,2
6264,4466,1480,4
6265,870,406,3
6266,18455,313,3
6267,11996,1173,3
6268,29322,505,2
6269,14190,1111,1
6270,3908,128,1
6271,6945,404,3
6272,17780,420,1
6273,13811,753,3
6274,27170,675,1
6275,15166,254,3
6276,24278,1098,1
6277,20623,377,2
6278,11015,786,4
6279,7656,851,1
6280,25124,858,4
6281,15947,671,2
6282,23645,845,1
6283,1666,811,2
6284,33224,1009,1
6285,18943,804,3
6286,9906,34,2
6287,34317,402,1
6288,29841,583,4
6289,19234,847,4
6290,25585,1339,2
6291,32514,1240,4
6292,366,1496,3
6293,16127,684,3
6294,30006,952,3
6295,23217,1157,1
6296,2498,778,1
6297,2394,1011,1
6298,6857,243,1
6299,33301,1407,4
6300,27494,516,3
6301,13558,365,4
6302,22827,407,1
6303,20912,1230,3
6304,12877,939,1
6305,26517,723,3
6306,13364,1435,2
6307,7285,447,4
6308,22601,354,4
6309,28211,920,2
6310,32065,914,3
6311,27063,365,1
6312,10288,764,2
6313,24520,659,2
6314,28061,73,2
6315,23036,38,2
6316,16437,1490,3
6317,18845,1135,1
6318,1270,137,3
6319,12173,1111,4
6320,18622,926,1
6321,22730,1097,2
6322,8952,1169,3
6323,28266,1307,2
6324,30570,103,3
6325,9735,796,3
6326,22313,109,1
6327,16313,1044,2
6328,31698,1478,2
6329,7326,1126,1
6330,20465,531,3
6331,7119,1083,4
6332,8916,112,2
6333,6929,446,1
6334,2015,686,1
6335,23082,1414,4
6336,8185,1487,2
6337,19162,1385,2
6338,5969,258,4
6339,12455,915,2
6340,8268,287,1
6341,11314,244,1
6342,22272,161,4
6343,27596,1118,3
6344,8318,332,3
6345,6697,1405,4
6346,11018,12,4
6347,30481,740,4
6348,20768,427,3
6349,16854,984,3
6350,18884,70,1
6351,34779,395,2
6352,16121,504,2
6353,29215,1471,2
6354,5064,989,4
6355,4121,1032,2
6356,19510,705,4
6357,5593,95,1
6358,7065,647,2
6359,32921,1233,4
6360,13590,337,2
6361,21548,1359,1
6362,31378,608,1
6363,12987,856,4
6364,27008,216,1
6365,26107,462,4
6366,9686,663,4
6367,18555,153,2
6368,20341,474,3
6369,16522,1211,2
6370,33934,1085,1
6371,35759,349,4
6372,5479,1232,1
6373,26680,1362,1
6374,29878,945,3
6375,33480,427,4
6376,15098,622,1
6377,31567,1193,4
6378,32448,124,1
6379,22242,682,1
6380,1554,620,2
6381,6839,1197,1
6382,24898,384,1
6383,9720,521,1
6384,740,1063,1
6385,5893,1093,2
6386,21474,974,1
6387,30582,581,1
6388,17095,1391,1
6389,29670,1069,1
6390,6663,1323,3
6391,28984,522,1
6392,27881,865,1
6393,25617,1396,1
6394,27312,1121,3
6395,12906,1134,3
6396,13057,449,3
6397,1391,554,4
6398,12377,341,3
6399,8342,252,2
6400,24557,1387,1
6401,23477,705,1
6402,6283,313,4
6403,30630,163,1
6404,11046,114,3
6405,31880,44,1
6406,12816,325,1
6407,17470,401,2
6408,30671,611,4
6409,28679,504,1
6410,28283,597,1
6411,17462,751,3
6412,32491,923,4
6413,11736,622,1
6414,3751,994,4
6415,17267,551,1
6416,24456,1424,1
6417,20845,1127,1
6418,15068,690,4
6419,32733,423,4
6420,20308,875,1
6421,31515,782,3
6422,14599,821,1
6423,23286,974,4
6424,28919,1211,3
6425,19050,350,2
6426,35970,1008,3
6427,31596,640,4
6428,28089,377,4
6429,14884,868,2
6430,25976,1332,1
6431,10834,176,1
6432,28667,629,1
6433,17341,250,3
6434,6879,1009,2
6435,19932,1334,3
6436,30642,189,2
6437,8762,1294,1
6438,15015,34,1
6439,10053,1364,4
6440,14334,106,2
6441,4032,783,3
6442,31498,1421,4
6443,24054,1360,2
6444,22695,354,2
6445,35494,626,1
6446,4299,86,2
6447,5879,846,1
6448,5736,162,1
6449,10252,81,3
6450,9520,1146,2
6451,12922,219,1
6452,1612,454,4
6453,22300,1154,3
6454,13467,1149,2
6455,26411,1152,2
6456,35432,993,3
6457,8282,1467,3
6458,34908,126,3
6459,33512,1138,4
6460,18994,421,1
6461,16887,524,3
6462,13082,1392,3
6463,33708,448,2
6464,30872,510,1
6465,16399,532,1
6466,30546,690,3
6467,12680,1141,2
6468,18629,1303,1
6469,3056,1007,3
6470,5183,641,4
6471,30417,880,2
6472,33626,720,4
6473,32864,558,3
6474,31611,343,4
6475,31386,678,4
6476,4349,469,1
6477,35206,34,4
6478,16183,79,4
6479,752,401,4
6480,15914,63,4
6481,8465,872,1
6482,480,417,3
6483,24459,125,4
6484,7694,119,2
6485,3160,417,1
6486,25910,887,1
6487,16074,782,4
6488,872,144,2
6489,30911,1346,1
6490,26055,280,3
6491,33008,641,2
6492,21248,651,4
6493,16298,810,1
6494,33063,1110,2
6495,6705,545,4
6496,22919,1105,3
6497,17527,133,4
6498,13903,1003,2
6499,17463,1356,4
6500,14910,818,3
6501,7349,805,4
6502,23976,676,2
6503,9046,698,4
6504,31780,1167,1
6505,25190,1304,2
6506,2083,379,1
6507,16867,1303,1
6508,20694,219,4
6509,35326,785,4
6510,27542,866,1
6511,12161,320,4
6512,13306,59,4
6513,5352,762,4
6514,31516,1007,2
6515,28132,234,1
6516,35350,1313,1
6517,6341,272,3
6518,15319,1445,2
6519,29486,774,3
6520,3192,1399,1
6521,2820,484,1
6522,24643,1281,2
6523,21063,165,2
6524,35266,1413,2
6525,21873,1325,1
6526,4355,902,1
6527,29201,268,3
6528,488,1436,1
6529,2821,773,3
6530,30528,1196,4
6531,21297,240,4
6532,17785,1385,2
6533,14902,1404,2
6534,16789,541,4
6535,28256,763,3
6536,19303,1223,2
6537,6945,199,4
6538,13100,1324,1
6539,13575,1317,3
6540,30851,1471,3
6541,14410,845,3
6542,25363,846,4
6543,3351,500,2
6544,22672,477,4
6545,2360,1498,1
6546,17242,1295,3
6547,21395,328,2
6548,32247,576,2
6549,2517,1276,4
6550,21781,352,1
6551,18259,1275,3
6552,17214,1158,2
6553,18929,1259,2
6554,221,711,3
6555,20936,1016,3
6556,1027,1077,4
6557,12335,569,2
6558,35316,11,4
6559,32612,1103,2
6560,30893,1351,2
6561,19224,168,1
6562,15229,858,2
6563,3435,552,2
6564,6510,787,3
6565,7075,1416,4
6566,30192,714,1
6567,24857,1018,2
6568,3205,14,3
6569,22305,956,1
6570,22398,1179,1
6571,1129,514,2
6572,7196,337,4
6573,8419,365,2
6574,18025,851,3
6575,24506,946,3
6576,23543,1168,3
6577,1475,448,4
6578,22210,1388,3
6579,35788,984,2
6580,16652,303,1
6581,25693,1157,2
6582,5928,98,1
6583,28505,302,4
6584,26470,507,4
6585,31992,926,3
6586,20054,1184,4
6587,26167,682,2
6588,10367,1332,2
6589,35654,1449,4
6590,31630,90,2
6591,30234,805,2
6592,21081,1341,3
6593,419,885,4
6594,25822,715,1
6595,34421,569,3
6596,20613,948,3
6597,747,895,1
6598,18870,1439,3
6599,32581,912,1
6600,19393,1105,4
6601,22716,1422,4
6602,17548,637,1
6603,33823,1113,1
6604,33756,322,4
6605,27343,658,4
6606,23986,1058,1
6607,3730,932,3
6608,7581,679,3
6609,18032,284,2
6610,18605,808,3
6611,30623,1328,4
6612,4746,296,4
6613,21134,872,4
6614,30896,99,4
6615,16421,952,2
6616,30772,513,2
6617,14674,155,1
6618,30328,798,3
6619,21555,1205,3
6620,1918,339,2
6621,10017,4,2
6622,5600,606,2
6623,33890,1059,1
6624,14582,1464,3
6625,25772,292,2
6626,23903,1347,4
6627,33768,914,1
6628,6805,425,3
6629,23584,653,4
6630,35247,645,1
6631,6142,834,2
6632,24185,971,3
6633,34787,1202,3
6634,33097,90,2
6635,16642,1205,2
6636,8912,603,1
6637,24331,76,1
6638,24551,902,2
6639,20775,219,4
6640,1687,1406,3
6641,17435,261,2
6642,20735,407,1
6643,2038,1256,1
6644,4859,292,1
6645,21448,205,4
6646,26139,778,2
6647,5854,558,4
6648,24169,1039,1
6649,12606,1440,1
6650,10978,486,4
6651,2376,1093,1
6652,25615,1225,2
6653,32292,52,2
6654,873,1307,4
6655,961,1420,2
6656,10965,1019,1
6657,31974,260,3
6658,14737,421,4
6659,5039,261,4
6660,12678,141,3
6661,3297,492,1
6662,17421,7,3
6663,17387,1320,3
6664,2330,935,4
6665,4268,1377,4
6666,18007,1248,1
6667,10066,794,1
6668,32667,310,2
6669,17238,641,4
6670,15277,1190,2
6671,30494,884,1
6672,29897,1015,3
6673,18061,804,4
6674,33619,1139,3
6675,4859,575,1
6676,7625,181,3
6677,29948,1115,2
6678,1317,561,3
6679,27930,1121,2
6680,2659,220,2
6681,29219,703,3
6682,24447,1382,2
6683,1653,402,2
6684,9062,343,3
6685,6082,387,1
6686,32012,731,3
6687,833,175,4
6688,34415,899,4
6689,26316,32,2
6690,4601,727,1
6691,17035,1021,3
6692,6465,1014,1
6693,12433,585,3
6694,3491,644,1
6695,4464,1422,4
6696,28654,897,4
6697,24393,1290,4
6698,25729,446,3
6699,16403,624,2
6700,27507,16,3
6701,2085,1348,3
6702,6602,1126,2
6703,15020,1029,2
6704,35234,732,2
6705,8370,1320,2
6706,20659,1185,2
6707,24490,750,1
6708,25346,1129,4
6709,34495,1434,1
6710,94,403,4
6711,12734,1360,2
6712,10798,280,1
6713,2874,402,2
6714,27431,1106,3
6715,2730,816,1
6716,13445,1394,2
6717,19397,993,2
6718,16911,584,4
