CustomerID,Name,City,State,Country
1851,Cust1850,Chennai,TS,India
1852,Cust1851,Bengaluru,WB,India
1853,Cust1852,Delhi,UP,India
1854,Cust1853,Hyderabad,TN,India
1855,Cust1854,Kolkata,WB,India
1856,Cust1855,Delhi,UP,India
1857,Cust1856,Bengaluru,TS,India
1858,Cust1857,Kolkata,MH,India
1859,Cust1858,Hyderabad,KA,India
1860,Cust1859,Delhi,KA,India
1861,Cust1860,Kolkata,MH,India
1862,Cust1861,Hyderabad,TS,India
1863,Cust1862,Kolkata,MH,India
1864,Cust1863,Hyderabad,MH,India
1865,Cust1864,Delhi,KA,India
1866,Cust1865,Chennai,MH,India
1867,Cust1866,Mumbai,KA,India
1868,Cust1867,Bengaluru,KA,India
1869,Cust1868,Mumbai,MH,India
1870,Cust1869,Kolkata,KA,India
1871,Cust1870,Mumbai,WB,India
1872,Cust1871,Chennai,MH,India
1873,Cust1872,Delhi,MH,India
1874,Cust1873,Mumbai,MH,India
1875,Cust1874,Kolkata,MH,India
1876,Cust1875,Mumbai,MH,India
1877,Cust1876,Hyderabad,TS,India
1878,Cust1877,Mumbai,TN,India
1879,Cust1878,Bengaluru,UP,India
1880,Cust1879,Hyderabad,UP,India
1881,Cust1880,Chennai,TS,India
1882,Cust1881,Hyderabad,TN,India
1883,Cust1882,Delhi,TS,India
1884,Cust1883,Chennai,WB,India
1885,Cust1884,Bengaluru,UP,India
1886,Cust1885,Mumbai,TN,India
1887,Cust1886,Delhi,WB,India
1888,Cust1887,Kolkata,KA,India
1889,Cust1888,Mumbai,UP,India
1890,Cust1889,Delhi,TS,India
1891,Cust1890,Chennai,TN,India
1892,Cust1891,Kolkata,MH,India
1893,Cust1892,Kolkata,TN,India
1894,Cust1893,Hyderabad,WB,India
1895,Cust1894,Chennai,TS,India
1896,Cust1895,Chennai,MH,India
1897,Cust1896,Hyderabad,KA,India
1898,Cust1897,Mumbai,TS,India
1899,Cust1898,Bengaluru,WB,India
1900,Cust1899,Mumbai,KA,India
1901,Cust1900,Bengaluru,TS,India
1902,Cust1901,Delhi,TN,India
1903,Cust1902,Kolkata,UP,India
1904,Cust1903,Hyderabad,MH,India
1905,Cust1904,Hyderabad,KA,India
1906,Cust1905,Chennai,KA,India
1907,Cust1906,Bengaluru,MH,India
1908,Cust1907,Kolkata,MH,India
1909,Cust1908,Hyderabad,KA,India
1910,Cust1909,Hyderabad,WB,India
1911,Cust1910,Delhi,MH,India
1912,Cust1911,Mumbai,TS,India
1913,Cust1912,Kolkata,MH,India
1914,Cust1913,Kolkata,WB,India
1915,Cust1914,Kolkata,TS,India
1916,Cust1915,Delhi,TN,India
1917,Cust1916,Delhi,WB,India
1918,Cust1917,Bengaluru,UP,India
1919,Cust1918,Mumbai,KA,India
1920,Cust1919,Hyderabad,UP,India
1921,Cust1920,Bengaluru,UP,India
1922,Cust1921,Bengaluru,MH,India
1923,Cust1922,Delhi,UP,India
1924,Cust1923,Bengaluru,TS,India
1925,Cust1924,Chennai,TN,India
1926,Cust1925,Kolkata,WB,India
1927,Cust1926,Delhi,TN,India
1928,Cust1927,Chennai,UP,India
1929,Cust1928,Hyderabad,UP,India
1930,Cust1929,Hyderabad,WB,India
1931,Cust1930,Chennai,TN,India
1932,Cust1931,Chennai,MH,India
1933,Cust1932,Kolkata,TS,India
1934,Cust1933,Delhi,WB,India
1935,Cust1934,Hyderabad,UP,India
1936,Cust1935,Bengaluru,WB,India
1937,Cust1936,Hyderabad,KA,India
1938,Cust1937,Kolkata,UP,India
1939,Cust1938,Mumbai,TS,India
1940,Cust1939,Chennai,TS,India
1941,Cust1940,Chennai,TN,India
1942,Cust1941,Hyderabad,KA,India
1943,Cust1942,Chennai,KA,India
1944,Cust1943,Hyderabad,KA,India
1945,Cust1944,Kolkata,TN,India
1946,Cust1945,Bengaluru,MH,India
1947,Cust1946,Delhi,WB,India
1948,Cust1947,Bengaluru,UP,India
1949,Cust1948,Chennai,WB,India
1950,Cust1949,Hyderabad,UP,India
1951,Cust1950,Bengaluru,TS,India
1952,Cust1951,Chennai,WB,India
1953,Cust1952,Mumbai,WB,India
1954,Cust1953,Bengaluru,UP,India
1955,Cust1954,Mumbai,KA,India
1956,Cust1955,Delhi,WB,India
1957,Cust1956,Mumbai,KA,India
1958,Cust1957,Bengaluru,WB,India
1959,Cust1958,Mumbai,TS,India
1960,Cust1959,Hyderabad,TS,India
1961,Cust1960,Bengaluru,MH,India
1962,Cust1961,Hyderabad,TS,India
1963,Cust1962,Kolkata,KA,India
1964,Cust1963,Chennai,TS,India
1965,Cust1964,Mumbai,UP,India
1966,Cust1965,Kolkata,UP,India
1967,Cust1966,Hyderabad,TS,India
1968,Cust1967,Chennai,UP,India
1969,Cust1968,Delhi,UP,India
1970,Cust1969,Hyderabad,TN,India
1971,Cust1970,Delhi,WB,India
1972,Cust1971,Chennai,UP,India
1973,Cust1972,Hyderabad,KA,India
1974,Cust1973,Delhi,WB,India
1975,Cust1974,Kolkata,WB,India
1976,Cust1975,Bengaluru,TN,India
1977,Cust1976,Mumbai,MH,India
1978,Cust1977,Delhi,TN,India
1979,Cust1978,Chennai,TN,India
1980,Cust1979,Delhi,TN,India
1981,Cust1980,Mumbai,MH,India
1982,Cust1981,Delhi,TS,India
1983,Cust1982,Delhi,UP,India
1984,Cust1983,Bengaluru,TN,India
1985,Cust1984,Mumbai,TS,India
1986,Cust1985,Kolkata,KA,India
1987,Cust1986,Hyderabad,MH,India
1988,Cust1987,Chennai,UP,India
1989,Cust1988,Kolkata,UP,India
1990,Cust1989,Chennai,WB,India
1991,Cust1990,Chennai,KA,India
1992,Cust1991,Kolkata,WB,India
1993,Cust1992,Delhi,KA,India
1994,Cust1993,Hyderabad,WB,India
1995,Cust1994,Mumbai,UP,India
1996,Cust1995,Mumbai,KA,India
1997,Cust1996,Kolkata,WB,India
1998,Cust1997,Chennai,TS,India
1999,Cust1998,Delhi,UP,India
2000,Cust1999,Mumbai,KA,India
2001,Cust2000,Chennai,TS,India
2002,Cust2001,Mumbai,MH,India
2003,Cust2002,Mumbai,MH,India
2004,Cust2003,Delhi,TN,India
2005,Cust2004,Bengaluru,UP,India
2006,Cust2005,Hyderabad,UP,India
2007,Cust2006,Bengaluru,TN,India
2008,Cust2007,Hyderabad,TS,India
2009,Cust2008,Delhi,TS,India
2010,Cust2009,Bengaluru,WB,India
2011,Cust2010,Delhi,MH,India
2012,Cust2011,Hyderabad,MH,India
2013,Cust2012,Kolkata,MH,India
2014,Cust2013,Hyderabad,WB,India
2015,Cust2014,Mumbai,TS,India
2016,Cust2015,Delhi,TS,India
2017,Cust2016,Bengaluru,TN,India
2018,Cust2017,Delhi,WB,India
2019,Cust2018,Hyderabad,TN,India
2020,Cust2019,Mumbai,UP,India
2021,Cust2020,Bengaluru,TN,India
2022,Cust2021,Bengaluru,WB,India
2023,Cust2022,Delhi,TS,India
2024,Cust2023,Hyderabad,TN,India
2025,Cust2024,Hyderabad,TS,India
2026,Cust2025,Mumbai,UP,India
2027,Cust2026,Delhi,TN,India
2028,Cust2027,Hyderabad,TN,India
2029,Cust2028,Hyderabad,WB,India
2030,Cust2029,Hyderabad,UP,India
2031,Cust2030,Bengaluru,UP,India
2032,Cust2031,Delhi,UP,India
2033,Cust2032,Delhi,UP,India
2034,Cust2033,Mumbai,TN,India
2035,Cust2034,Kolkata,MH,India
2036,Cust2035,Delhi,WB,India
2037,Cust2036,Mumbai,WB,India
2038,Cust2037,Bengaluru,WB,India
2039,Cust2038,Hyderabad,UP,India
2040,Cust2039,Chennai,KA,India
2041,Cust2040,Mumbai,KA,India
2042,Cust2041,Kolkata,WB,India
2043,Cust2042,Bengaluru,UP,India
2044,Cust2043,Hyderabad,TS,India
2045,Cust2044,Bengaluru,KA,India
2046,Cust2045,Chennai,UP,India
2047,Cust2046,Delhi,KA,India
2048,Cust2047,Chennai,TS,India
2049,Cust2048,Bengaluru,TN,India
2050,Cust2049,Hyderabad,WB,India
2051,Cust2050,Bengaluru,UP,India
2052,Cust2051,Kolkata,KA,India
2053,Cust2052,Delhi,MH,India
2054,Cust2053,Hyderabad,TN,India
2055,Cust2054,Chennai,WB,India
2056,Cust2055,Kolkata,TN,India
2057,Cust2056,Delhi,TN,India
2058,Cust2057,Chennai,WB,India
2059,Cust2058,Mumbai,MH,India
2060,Cust2059,Delhi,WB,India
2061,Cust2060,Kolkata,UP,India
2062,Cust2061,Kolkata,TS,India
2063,Cust2062,Mumbai,TN,India
2064,Cust2063,Hyderabad,TS,India
2065,Cust2064,Mumbai,TN,India
2066,Cust2065,Delhi,UP,India
2067,Cust2066,Kolkata,MH,India
2068,Cust2067,Kolkata,KA,India
2069,Cust2068,Chennai,TN,India
2070,Cust2069,Mumbai,WB,India
2071,Cust2070,Bengaluru,TS,India
2072,Cust2071,Bengaluru,UP,India
2073,Cust2072,Kolkata,MH,India
2074,Cust2073,Hyderabad,MH,India
2075,Cust2074,Delhi,UP,India
2076,Cust2075,Chennai,UP,India
2077,Cust2076,Mumbai,MH,India
2078,Cust2077,Chennai,UP,India
2079,Cust2078,Chennai,MH,India
2080,Cust2079,Bengaluru,WB,India
2081,Cust2080,Mumbai,WB,India
2082,Cust2081,Chennai,WB,India
2083,Cust2082,Chennai,UP,India
2084,Cust2083,Chennai,TN,India
2085,Cust2084,Mumbai,TN,India
2086,Cust2085,Delhi,WB,India
2087,Cust2086,Bengaluru,MH,India
2088,Cust2087,Hyderabad,UP,India
2089,Cust2088,Delhi,TN,India
2090,Cust2089,Bengaluru,TN,India
2091,Cust2090,Mumbai,WB,India
2092,Cust2091,Mumbai,WB,India
2093,Cust2092,Kolkata,TS,India
2094,Cust2093,Chennai,TN,India
2095,Cust2094,Delhi,MH,India
2096,Cust2095,Kolkata,UP,India
2097,Cust2096,Bengaluru,KA,India
2098,Cust2097,Kolkata,KA,India
2099,Cust2098,Hyderabad,UP,India
2100,Cust2099,Delhi,TN,India
2101,Cust2100,Chennai,TS,India
2102,Cust2101,Chennai,MH,India
2103,Cust2102,Hyderabad,KA,India
2104,Cust2103,Mumbai,TN,India
2105,Cust2104,Chennai,WB,India
2106,Cust2105,Hyderabad,WB,India
2107,Cust2106,Chennai,TN,India
2108,Cust2107,Chennai,UP,India
2109,Cust2108,Delhi,TS,India
2110,Cust2109,Mumbai,UP,India
2111,Cust2110,Mumbai,TS,India
2112,Cust2111,Kolkata,UP,India
2113,Cust2112,Mumbai,UP,India
2114,Cust2113,Bengaluru,MH,India
2115,Cust2114,Bengaluru,MH,India
2116,Cust2115,Mumbai,WB,India
2117,Cust2116,Delhi,WB,India
2118,Cust2117,Kolkata,KA,India
2119,Cust2118,Hyderabad,KA,India
2120,Cust2119,Kolkata,TS,India
2121,Cust2120,Bengaluru,KA,India
2122,Cust2121,Delhi,TS,India
2123,Cust2122,Bengaluru,UP,India
2124,Cust2123,Mumbai,WB,India
2125,Cust2124,Mumbai,MH,India
2126,Cust2125,Hyderabad,UP,India
2127,Cust2126,Kolkata,UP,India
2128,Cust2127,Delhi,TS,India
2129,Cust2128,Delhi,KA,India
2130,Cust2129,Delhi,UP,India
2131,Cust2130,Delhi,TS,India
2132,Cust2131,Hyderabad,TS,India
2133,Cust2132,Delhi,MH,India
2134,Cust2133,Bengaluru,KA,India
2135,Cust2134,Bengaluru,TN,India
2136,Cust2135,Bengaluru,UP,India
2137,Cust2136,Chennai,TS,India
2138,Cust2137,Bengaluru,MH,India
2139,Cust2138,Mumbai,UP,India
2140,Cust2139,Chennai,UP,India
2141,Cust2140,Chennai,KA,India
2142,Cust2141,Hyderabad,TN,India
2143,Cust2142,Bengaluru,MH,India
2144,Cust2143,Mumbai,KA,India
2145,Cust2144,Hyderabad,KA,India
2146,Cust2145,Chennai,KA,India
2147,Cust2146,Kolkata,WB,India
2148,Cust2147,Kolkata,MH,India
2149,Cust2148,Delhi,TS,India
2150,Cust2149,Chennai,TS,India
2151,Cust2150,Delhi,TN,India
2152,Cust2151,Hyderabad,KA,India
2153,Cust2152,Mumbai,TS,India
2154,Cust2153,Chennai,MH,India
2155,Cust2154,Hyderabad,TN,India
2156,Cust2155,Delhi,TN,India
2157,Cust2156,Kolkata,TN,India
2158,Cust2157,Mumbai,KA,India
2159,Cust2158,Mumbai,WB,India
2160,Cust2159,Mumbai,TN,India
2161,Cust2160,Hyderabad,KA,India
2162,Cust2161,Kolkata,TS,India
2163,Cust2162,Mumbai,MH,India
2164,Cust2163,Chennai,WB,India
2165,Cust2164,Bengaluru,TS,India
2166,Cust2165,Mumbai,WB,India
2167,Cust2166,Bengaluru,MH,India
2168,Cust2167,Bengaluru,UP,India
2169,Cust2168,Bengaluru,MH,India
2170,Cust2169,Hyderabad,KA,India
2171,Cust2170,Chennai,MH,India
2172,Cust2171,Hyderabad,KA,India
2173,Cust2172,Mumbai,WB,India
2174,Cust2173,Kolkata,TS,India
2175,Cust2174,Hyderabad,MH,India
2176,Cust2175,Kolkata,WB,India
2177,Cust2176,Kolkata,KA,India
2178,Cust2177,Hyderabad,KA,India
2179,Cust2178,Chennai,UP,India
2180,Cust2179,Kolkata,TN,India
2181,Cust2180,Mumbai,MH,India
2182,Cust2181,Mumbai,KA,India
2183,Cust2182,Delhi,UP,India
2184,Cust2183,Hyderabad,MH,India
2185,Cust2184,Bengaluru,WB,India
2186,Cust2185,Bengaluru,WB,India
2187,Cust2186,Kolkata,MH,India
2188,Cust2187,Mumbai,TS,India
2189,Cust2188,Mumbai,TS,India
2190,Cust2189,Bengaluru,TS,India
2191,Cust2190,Hyderabad,KA,India
2192,Cust2191,Mumbai,TS,India
2193,Cust2192,Hyderabad,TS,India
2194,Cust2193,Mumbai,KA,India
2195,Cust2194,Mumbai,TN,India
2196,Cust2195,Chennai,TN,India
2197,Cust2196,Chennai,WB,India
2198,Cust2197,Hyderabad,WB,India
2199,Cust2198,Kolkata,UP,India
2200,Cust2199,Delhi,UP,India
2201,Cust2200,Chennai,UP,India
2202,Cust2201,Chennai,TS,India
2203,Cust2202,Kolkata,UP,India
2204,Cust2203,Mumbai,WB,India
2205,Cust2204,Delhi,UP,India
2206,Cust2205,Delhi,TS,India
2207,Cust2206,Chennai,KA,India
2208,Cust2207,Bengaluru,WB,India
2209,Cust2208,Kolkata,TN,India
2210,Cust2209,Delhi,WB,India
2211,Cust2210,Chennai,MH,India
2212,Cust2211,Bengaluru,KA,India
2213,Cust2212,Bengaluru,MH,India
2214,Cust2213,Bengaluru,MH,India
2215,Cust2214,Hyderabad,KA,India
2216,Cust2215,Delhi,TS,India
2217,Cust2216,Hyderabad,UP,India
2218,Cust2217,Kolkata,WB,India
2219,Cust2218,Hyderabad,KA,India
2220,Cust2219,Kolkata,UP,India
2221,Cust2220,Delhi,WB,India
2222,Cust2221,Chennai,KA,India
2223,Cust2222,Delhi,TS,India
2224,Cust2223,Bengaluru,WB,India
2225,Cust2224,Hyderabad,TN,India
2226,Cust2225,Kolkata,MH,India
2227,Cust2226,Bengaluru,MH,India
2228,Cust2227,Delhi,KA,India
2229,Cust2228,Bengaluru,KA,India
2230,Cust2229,Chennai,TS,India
2231,Cust2230,Delhi,UP,India
2232,Cust2231,Kolkata,KA,India
2233,Cust2232,Hyderabad,WB,India
2234,Cust2233,Bengaluru,WB,India
2235,Cust2234,Delhi,TS,India
2236,Cust2235,Bengaluru,TN,India
2237,Cust2236,Bengaluru,TS,India
2238,Cust2237,Bengaluru,TS,India
2239,Cust2238,Mumbai,TS,India
2240,Cust2239,Hyderabad,KA,India
2241,Cust2240,Hyderabad,UP,India
2242,Cust2241,Delhi,TS,India
2243,Cust2242,Mumbai,TN,India
2244,Cust2243,Bengaluru,TS,India
2245,Cust2244,Bengaluru,KA,India
2246,Cust2245,Hyderabad,TN,India
2247,Cust2246,Delhi,MH,India
2248,Cust2247,Hyderabad,TS,India
2249,Cust2248,Chennai,TS,India
2250,Cust2249,Bengaluru,TN,India
2251,Cust2250,Chennai,KA,India
2252,Cust2251,Kolkata,KA,India
2253,Cust2252,Bengaluru,UP,India
2254,Cust2253,Mumbai,UP,India
2255,Cust2254,Bengaluru,UP,India
2256,Cust2255,Hyderabad,WB,India
2257,Cust2256,Kolkata,KA,India
2258,Cust2257,Delhi,MH,India
2259,Cust2258,Bengaluru,TN,India
2260,Cust2259,Delhi,WB,India
2261,Cust2260,Bengaluru,KA,India
2262,Cust2261,Bengaluru,KA,India
2263,Cust2262,Bengaluru,TN,India
2264,Cust2263,Delhi,MH,India
2265,Cust2264,Chennai,KA,India
2266,Cust2265,Hyderabad,TS,India
2267,Cust2266,Mumbai,KA,India
2268,Cust2267,Chennai,WB,India
2269,Cust2268,Hyderabad,WB,India
2270,Cust2269,Chennai,UP,India
2271,Cust2270,Mumbai,TN,India
2272,Cust2271,Hyderabad,MH,India
2273,Cust2272,Bengaluru,UP,India
2274,Cust2273,Mumbai,TN,India
2275,Cust2274,Chennai,MH,India
2276,Cust2275,Hyderabad,WB,India
2277,Cust2276,Hyderabad,UP,India
2278,Cust2277,Bengaluru,UP,India
2279,Cust2278,Bengaluru,TN,India
2280,Cust2279,Bengaluru,KA,India
2281,Cust2280,Mumbai,MH,India
2282,Cust2281,Chennai,TN,India
2283,Cust2282,Kolkata,KA,India
2284,Cust2283,Bengaluru,TS,India
2285,Cust2284,Chennai,UP,India
2286,Cust2285,Mumbai,WB,India
2287,Cust2286,Bengaluru,MH,India
2288,Cust2287,Delhi,MH,India
2289,Cust2288,Hyderabad,TS,India
2290,Cust2289,Kolkata,WB,India
2291,Cust2290,Mumbai,MH,India
2292,Cust2291,Bengaluru,MH,India
2293,Cust2292,Delhi,UP,India
2294,Cust2293,Delhi,TN,India
2295,Cust2294,Bengaluru,WB,India
2296,Cust2295,Mumbai,TN,India
2297,Cust2296,Kolkata,MH,India
2298,Cust2297,Bengaluru,WB,India
2299,Cust2298,Mumbai,TS,India
2300,Cust2299,Kolkata,KA,India
2301,Cust2300,Bengaluru,WB,India
2302,Cust2301,Chennai,TS,India
2303,Cust2302,Bengaluru,KA,India
2304,Cust2303,Chennai,UP,India
2305,Cust2304,Chennai,TN,India
2306,Cust2305,Mumbai,KA,India
2307,Cust2306,Delhi,TS,India
2308,Cust2307,Delhi,KA,India
2309,Cust2308,Bengaluru,UP,India
2310,Cust2309,Delhi,MH,India
2311,Cust2310,Chennai,TN,India
2312,Cust2311,Kolkata,UP,India
2313,Cust2312,Hyderabad,TS,India
2314,Cust2313,Chennai,UP,India
2315,Cust2314,Mumbai,TN,India
2316,Cust2315,Hyderabad,KA,India
2317,Cust2316,Hyderabad,MH,India
2318,Cust2317,Chennai,TN,India
2319,Cust2318,Kolkata,UP,India
2320,Cust2319,Delhi,UP,India
2321,Cust2320,Delhi,MH,India
2322,Cust2321,Kolkata,KA,India
2323,Cust2322,Chennai,MH,India
2324,Cust2323,Chennai,MH,India
2325,Cust2324,Delhi,WB,India
2326,Cust2325,Kolkata,UP,India
2327,Cust2326,Hyderabad,MH,India
2328,Cust2327,Hyderabad,WB,India
2329,Cust2328,Hyderabad,MH,India
2330,Cust2329,Delhi,WB,India
2331,Cust2330,Delhi,MH,India
2332,Cust2331,Kolkata,UP,India
2333,Cust2332,Delhi,WB,India
2334,Cust2333,Mumbai,TN,India
2335,Cust2334,Mumbai,WB,India
2336,Cust2335,Kolkata,MH,India
2337,Cust2336,Bengaluru,TS,India
2338,Cust2337,Delhi,KA,India
2339,Cust2338,Kolkata,TS,India
2340,Cust2339,Hyderabad,TS,India
2341,Cust2340,Mumbai,TS,India
2342,Cust2341,Hyderabad,TN,India
2343,Cust2342,Chennai,UP,India
2344,Cust2343,Delhi,KA,India
2345,Cust2344,Delhi,TN,India
2346,Cust2345,Bengaluru,KA,India
2347,Cust2346,Hyderabad,UP,India
2348,Cust2347,Mumbai,UP,India
2349,Cust2348,Hyderabad,UP,India
2350,Cust2349,Chennai,WB,India
2351,Cust2350,Delhi,MH,India
2352,Cust2351,Mumbai,UP,India
2353,Cust2352,Hyderabad,WB,India
2354,Cust2353,Chennai,UP,India
2355,Cust2354,Delhi,WB,India
2356,Cust2355,Chennai,WB,India
2357,Cust2356,Mumbai,WB,India
2358,Cust2357,Delhi,UP,India
2359,Cust2358,Mumbai,MH,India
2360,Cust2359,Hyderabad,KA,India
2361,Cust2360,Bengaluru,TN,India
2362,Cust2361,Chennai,WB,India
2363,Cust2362,Mumbai,TS,India
2364,Cust2363,Mumbai,MH,India
2365,Cust2364,Kolkata,UP,India
2366,Cust2365,Kolkata,UP,India
2367,Cust2366,Chennai,TS,India
2368,Cust2367,Bengaluru,TN,India
2369,Cust2368,Kolkata,UP,India
2370,Cust2369,Hyderabad,TS,India
2371,Cust2370,Bengaluru,TN,India
2372,Cust2371,Kolkata,WB,India
2373,Cust2372,Bengaluru,UP,India
2374,Cust2373,Mumbai,UP,India
2375,Cust2374,Bengaluru,KA,India
2376,Cust2375,Hyderabad,TN,India
2377,Cust2376,Mumbai,UP,India
2378,Cust2377,Mumbai,KA,India
2379,Cust2378,Kolkata,TN,India
2380,Cust2379,Delhi,WB,India
2381,Cust2380,Bengaluru,WB,India
2382,Cust2381,Hyderabad,TS,India
2383,Cust2382,Chennai,TN,India
2384,Cust2383,Mumbai,WB,India
2385,Cust2384,Bengaluru,TS,India
2386,Cust2385,Bengaluru,KA,India
2387,Cust2386,Bengaluru,TN,India
2388,Cust2387,Kolkata,WB,India
2389,Cust2388,Hyderabad,TS,India
2390,Cust2389,Mumbai,MH,India
2391,Cust2390,Kolkata,UP,India
2392,Cust2391,Hyderabad,KA,India
2393,Cust2392,Chennai,TS,India
2394,Cust2393,Delhi,TS,India
2395,Cust2394,Bengaluru,WB,India
2396,Cust2395,Mumbai,WB,India
2397,Cust2396,Chennai,KA,India
2398,Cust2397,Delhi,KA,India
2399,Cust2398,Kolkata,KA,India
2400,Cust2399,Kolkata,UP,India
2401,Cust2400,Chennai,KA,India
2402,Cust2401,Mumbai,MH,India
2403,Cust2402,Delhi,UP,India
2404,Cust2403,Kolkata,TN,India
2405,Cust2404,Hyderabad,WB,India
2406,Cust2405,Kolkata,KA,India
2407,Cust2406,Hyderabad,TN,India
2408,Cust2407,Bengaluru,UP,India
2409,Cust2408,Chennai,TN,India
2410,Cust2409,Bengaluru,WB,India
2411,Cust2410,Kolkata,UP,India
2412,Cust2411,Kolkata,UP,India
2413,Cust2412,Bengaluru,TN,India
2414,Cust2413,Mumbai,WB,India
2415,Cust2414,Kolkata,UP,India
2416,Cust2415,Mumbai,MH,India
2417,Cust2416,Bengaluru,MH,India
2418,Cust2417,Mumbai,TS,India
2419,Cust2418,Delhi,WB,India
2420,Cust2419,Mumbai,TN,India
2421,Cust2420,Chennai,UP,India
2422,Cust2421,Kolkata,WB,India
2423,Cust2422,Hyderabad,KA,India
2424,Cust2423,Delhi,MH,India
2425,Cust2424,Kolkata,KA,India
2426,Cust2425,Bengaluru,UP,India
2427,Cust2426,Kolkata,WB,India
2428,Cust2427,Hyderabad,WB,India
2429,Cust2428,Kolkata,UP,India
2430,Cust2429,Bengaluru,KA,India
2431,Cust2430,Hyderabad,WB,India
2432,Cust2431,Mumbai,KA,India
2433,Cust2432,Bengaluru,UP,India
2434,Cust2433,Hyderabad,UP,India
2435,Cust2434,Chennai,KA,India
2436,Cust2435,Mumbai,UP,India
2437,Cust2436,Mumbai,KA,India
2438,Cust2437,Chennai,KA,India
2439,Cust2438,Delhi,MH,India
2440,Cust2439,Hyderabad,KA,India
2441,Cust2440,Delhi,WB,India
2442,Cust2441,Chennai,UP,India
2443,Cust2442,Mumbai,UP,India
2444,Cust2443,Bengaluru,TS,India
2445,Cust2444,Hyderabad,WB,India
2446,Cust2445,Delhi,MH,India
2447,Cust2446,Mumbai,KA,India
2448,Cust2447,Kolkata,KA,India
2449,Cust2448,Bengaluru,KA,India
2450,Cust2449,Bengaluru,TS,India
2451,Cust2450,Kolkata,MH,India
2452,Cust2451,Bengaluru,WB,India
2453,Cust2452,Delhi,TS,India
2454,Cust2453,Chennai,UP,India
2455,Cust2454,Bengaluru,UP,India
2456,Cust2455,Mumbai,TS,India
2457,Cust2456,Delhi,UP,India
2458,Cust2457,Delhi,WB,India
2459,Cust2458,Delhi,KA,India
2460,Cust2459,Kolkata,TS,India
2461,Cust2460,Mumbai,TS,India
2462,Cust2461,Kolkata,MH,India
2463,Cust2462,Kolkata,TN,India
2464,Cust2463,Bengaluru,TS,India
2465,Cust2464,Mumbai,KA,India
2466,Cust2465,Kolkata,UP,India
2467,Cust2466,Mumbai,MH,India
2468,Cust2467,Kolkata,TN,India
2469,Cust2468,Bengaluru,TN,India
2470,Cust2469,Mumbai,UP,India
2471,Cust2470,Mumbai,TN,India
2472,Cust2471,Delhi,UP,India
2473,Cust2472,Mumbai,TS,India
2474,Cust2473,Mumbai,UP,India
2475,Cust2474,Delhi,TS,India
2476,Cust2475,Kolkata,WB,India
2477,Cust2476,Hyderabad,UP,India
2478,Cust2477,Chennai,UP,India
2479,Cust2478,Delhi,WB,India
2480,Cust2479,Chennai,TS,India
2481,Cust2480,Bengaluru,TN,India
2482,Cust2481,Chennai,WB,India
2483,Cust2482,Delhi,WB,India
2484,Cust2483,Chennai,UP,India
2485,Cust2484,Mumbai,KA,India
2486,Cust2485,Hyderabad,MH,India
2487,Cust2486,Delhi,UP,India
2488,Cust2487,Kolkata,KA,India
2489,Cust2488,Mumbai,TS,India
2490,Cust2489,Kolkata,MH,India
2491,Cust2490,Chennai,MH,India
2492,Cust2491,Chennai,TS,India
2493,Cust2492,Kolkata,TN,India
2494,Cust2493,Hyderabad,KA,India
2495,Cust2494,Chennai,TS,India
2496,Cust2495,Chennai,MH,India
2497,Cust2496,Kolkata,WB,India
2498,Cust2497,Kolkata,KA,India
2499,Cust2498,Delhi,UP,India
2500,Cust2499,Bengaluru,WB,India
2501,Cust2500,Mumbai,WB,India
2502,Cust2501,Bengaluru,TN,India
2503,Cust2502,Hyderabad,MH,India
2504,Cust2503,Hyderabad,TS,India
2505,Cust2504,Mumbai,KA,India
2506,Cust2505,Kolkata,TS,India
2507,Cust2506,Mumbai,TS,India
2508,Cust2507,Mumbai,MH,India
2509,Cust2508,Bengaluru,MH,India
2510,Cust2509,Mumbai,WB,India
2511,Cust2510,Hyderabad,UP,India
2512,Cust2511,Mumbai,UP,India
2513,Cust2512,Delhi,TN,India
2514,Cust2513,Kolkata,KA,India
2515,Cust2514,Delhi,UP,India
2516,Cust2515,Kolkata,TN,India
2517,Cust2516,Bengaluru,KA,India
2518,Cust2517,Delhi,KA,India
2519,Cust2518,Chennai,MH,India
2520,Cust2519,Delhi,TS,India
2521,Cust2520,Hyderabad,UP,India
2522,Cust2521,Bengaluru,UP,India
2523,Cust2522,Delhi,UP,India
2524,Cust2523,Kolkata,WB,India
2525,Cust2524,Bengaluru,TS,India
2526,Cust2525,Chennai,KA,India
2527,Cust2526,Kolkata,TS,India
2528,Cust2527,Mumbai,WB,India
2529,Cust2528,Kolkata,UP,India
2530,Cust2529,Hyderabad,TS,India
2531,Cust2530,Hyderabad,KA,India
2532,Cust2531,Kolkata,UP,India
2533,Cust2532,Hyderabad,UP,India
2534,Cust2533,Bengaluru,KA,India
2535,Cust2534,Chennai,UP,India
2536,Cust2535,Chennai,WB,India
2537,Cust2536,Mumbai,TN,India
2538,Cust2537,Delhi,UP,India
2539,Cust2538,Hyderabad,WB,India
2540,Cust2539,Hyderabad,UP,India
2541,Cust2540,Chennai,TN,India
2542,Cust2541,Delhi,UP,India
2543,Cust2542,Delhi,WB,India
2544,Cust2543,Chennai,MH,India
2545,Cust2544,Kolkata,TN,India
2546,Cust2545,Chennai,TS,India
2547,Cust2546,Mumbai,TN,India
2548,Cust2547,Hyderabad,KA,India
