TransactionID,WarehouseID,ProductID
9124,20,858
9125,6,1160
9126,31,238
9127,56,1181
9128,54,708
9129,58,353
9130,38,540
9131,24,584
9132,11,1126
9133,4,815
9134,42,1357
9135,52,1334
9136,23,299
9137,47,913
9138,17,1073
9139,25,817
9140,51,949
9141,34,24
9142,58,660
9143,47,1394
9144,2,473
9145,29,641
9146,4,475
9147,57,1202
9148,4,586
9149,30,541
9150,4,330
9151,36,1211
9152,50,1267
9153,31,615
9154,35,1145
9155,5,1059
9156,11,434
9157,47,110
9158,30,924
9159,18,1057
9160,23,880
9161,43,795
9162,28,1095
9163,23,565
9164,10,1092
9165,16,267
9166,18,168
9167,12,871
9168,36,181
9169,5,1333
9170,34,1017
9171,14,1296
9172,35,1191
9173,9,972
9174,22,367
9175,7,1069
9176,12,935
9177,6,1282
9178,16,905
9179,19,448
9180,1,105
9181,33,1122
9182,51,593
9183,4,1139
9184,18,413
9185,9,410
9186,40,774
9187,17,650
9188,18,130
9189,18,1089
9190,39,1011
9191,38,176
9192,36,377
9193,10,720
9194,25,59
9195,15,939
9196,36,1231
9197,58,1245
9198,25,260
9199,48,679
9200,48,1244
9201,48,698
9202,57,515
9203,53,1066
9204,47,130
9205,15,402
9206,56,1364
9207,12,1321
9208,13,97
9209,34,1326
9210,56,273
9211,4,723
9212,6,353
9213,1,484
9214,2,326
9215,44,112
9216,53,576
9217,21,1006
9218,22,831
9219,42,1281
9220,44,478
9221,2,985
9222,8,921
9223,30,104
9224,55,878
9225,36,763
9226,9,800
9227,59,451
9228,33,1020
9229,45,218
9230,40,989
9231,31,980
9232,12,1138
9233,13,831
9234,5,281
9235,54,629
9236,14,629
9237,9,1057
9238,22,984
9239,52,80
9240,1,81
9241,50,639
9242,58,437
9243,31,735
9244,9,178
9245,5,186
9246,42,10
9247,33,815
9248,6,133
9249,10,166
9250,45,165
9251,53,53
9252,4,467
9253,22,528
9254,20,1125
9255,45,363
9256,30,458
9257,37,1380
9258,10,696
9259,9,1024
9260,4,619
9261,34,636
9262,24,931
9263,43,897
9264,58,747
9265,59,1021
9266,14,1062
9267,11,772
9268,18,495
9269,39,797
9270,23,608
9271,28,688
9272,20,1088
9273,25,142
9274,27,534
9275,27,108
9276,39,1257
9277,30,338
9278,23,777
9279,50,676
9280,40,38
9281,42,940
9282,20,602
9283,28,926
9284,49,223
9285,41,663
9286,2,1211
9287,59,84
9288,7,952
9289,42,1368
9290,16,522
9291,55,773
9292,34,1038
9293,8,505
9294,57,737
9295,49,19
9296,39,859
9297,45,773
9298,49,1338
9299,57,1114
9300,50,1340
9301,15,596
9302,22,715
9303,47,566
9304,21,1207
9305,51,637
9306,29,396
9307,5,1013
9308,26,119
9309,12,663
9310,27,253
9311,18,86
9312,42,937
9313,10,284
9314,32,359
9315,27,1373
9316,18,890
9317,46,494
9318,8,1231
9319,34,1250
9320,11,347
9321,38,729
9322,34,107
9323,33,364
9324,38,248
9325,37,112
9326,50,4
9327,2,1155
9328,44,851
9329,55,1192
9330,59,939
9331,54,1006
9332,17,622
9333,32,1057
9334,20,310
9335,7,274
9336,59,471
9337,22,805
9338,51,592
9339,2,1176
9340,36,1222
9341,42,527
9342,59,516
9343,56,1172
9344,52,1313
9345,16,129
9346,27,607
9347,37,1157
9348,8,1336
9349,43,651
9350,22,1026
9351,50,596
9352,13,111
9353,43,507
9354,46,644
9355,13,696
9356,31,265
9357,44,321
9358,30,598
9359,19,669
9360,37,852
9361,1,838
9362,56,507
9363,4,941
9364,5,995
9365,39,647
9366,41,624
9367,18,1150
9368,11,39
9369,53,767
9370,23,902
9371,12,985
9372,30,823
9373,49,545
9374,9,71
9375,17,1306
9376,8,310
9377,31,29
9378,47,657
9379,21,492
9380,14,620
9381,29,446
9382,59,1056
9383,58,241
9384,7,361
9385,27,863
9386,50,431
9387,58,83
9388,33,207
9389,56,1189
9390,59,1134
9391,43,1128
9392,37,1144
9393,13,164
9394,55,793
9395,51,88
9396,59,239
9397,53,865
9398,31,1238
9399,44,533
9400,13,1298
9401,38,683
9402,34,1140
9403,49,430
9404,50,1101
9405,28,1280
9406,56,285
9407,42,178
9408,16,312
9409,30,530
9410,19,349
9411,49,390
9412,31,919
9413,43,366
9414,24,898
9415,58,890
9416,35,4
9417,40,716
9418,6,875
9419,6,1318
9420,3,85
9421,41,20
9422,58,476
9423,19,527
9424,12,544
9425,51,870
9426,25,1166
9427,5,1249
9428,8,875
9429,53,475
9430,51,1072
9431,54,639
9432,22,1148
9433,45,334
9434,53,107
9435,4,1273
9436,23,314
9437,33,1110
9438,24,925
9439,45,1272
9440,15,899
9441,47,665
9442,4,398
9443,30,224
9444,47,1081
9445,16,183
9446,19,1187
9447,8,346
9448,41,586
9449,35,877
9450,23,269
9451,23,699
9452,53,180
9453,57,562
9454,7,582
9455,26,111
9456,56,1127
9457,47,560
9458,51,1044
9459,42,746
9460,16,580
9461,3,934
9462,27,701
9463,55,790
9464,27,1183
9465,5,1390
9466,59,1342
9467,28,1284
9468,8,260
9469,38,285
9470,34,632
9471,49,171
9472,42,484
9473,39,1335
9474,33,710
9475,37,1207
9476,17,255
9477,24,1336
9478,25,1298
9479,19,107
9480,23,888
9481,6,476
9482,24,229
9483,3,906
9484,58,1352
9485,26,510
9486,12,32
9487,29,768
9488,20,292
9489,25,1057
9490,14,1104
9491,54,690
9492,24,899
9493,24,211
9494,14,946
9495,51,391
9496,21,869
9497,15,520
9498,21,1340
9499,36,759
9500,14,949
9501,12,897
9502,3,630
9503,14,1203
9504,20,727
9505,59,757
9506,40,222
9507,43,1112
9508,3,1072
9509,22,1194
9510,59,1339
9511,17,412
9512,10,640
9513,23,191
9514,39,72
9515,23,1253
9516,14,1272
9517,13,520
9518,37,1222
9519,15,1223
9520,30,746
9521,4,763
9522,30,713
9523,2,877
9524,22,701
9525,12,208
9526,14,314
9527,3,1169
9528,5,1029
9529,15,35
9530,8,649
9531,8,465
9532,40,1136
9533,26,944
9534,1,918
9535,13,674
9536,36,1183
9537,19,1356
9538,1,1145
9539,10,447
9540,46,1077
9541,40,596
9542,26,497
9543,8,243
9544,1,1375
9545,45,1194
9546,22,815
9547,56,433
9548,14,628
9549,56,693
9550,12,1330
9551,8,959
9552,9,1114
9553,38,22
9554,26,552
9555,31,693
9556,36,251
9557,32,895
9558,14,815
9559,29,610
9560,48,331
9561,31,140
9562,44,625
9563,54,1114
9564,36,1341
9565,16,805
9566,51,463
9567,3,279
9568,44,1019
9569,25,251
9570,21,635
9571,25,178
9572,33,102
9573,35,333
9574,51,1039
9575,5,1226
9576,3,322
9577,14,892
9578,27,785
9579,19,170
9580,7,962
9581,1,1217
9582,40,158
9583,41,193
9584,17,722
9585,12,175
9586,45,111
9587,58,895
9588,57,734
9589,13,822
9590,34,115
9591,58,48
9592,8,1326
9593,1,1294
9594,59,1331
9595,52,128
9596,41,1192
9597,33,573
9598,50,482
9599,16,54
9600,36,563
9601,12,1124
9602,55,208
9603,40,379
9604,37,863
9605,35,566
9606,23,733
9607,38,275
9608,13,709
9609,34,485
9610,18,332
9611,37,67
9612,6,906
9613,47,462
9614,18,1082
9615,38,372
9616,47,170
9617,11,1151
9618,46,1207
9619,39,1328
9620,8,989
9621,26,1362
9622,36,199
9623,56,951
9624,1,74
9625,46,618
9626,31,1292
9627,49,244
9628,42,1155
9629,41,206
9630,57,1380
9631,48,1023
9632,27,803
9633,1,474
9634,58,371
9635,9,114
9636,25,351
9637,12,1302
9638,42,723
9639,17,144
9640,37,385
9641,52,729
9642,19,409
9643,30,1060
9644,12,1098
9645,17,890
9646,7,451
9647,35,1211
9648,31,88
9649,55,40
9650,41,497
9651,23,66
9652,39,403
9653,22,249
9654,44,791
9655,15,635
9656,55,706
9657,53,1121
9658,37,1264
9659,12,349
9660,29,1240
9661,52,1008
9662,1,1107
9663,50,481
9664,6,695
9665,32,323
9666,54,19
9667,11,1297
9668,55,606
9669,42,553
9670,24,1221
9671,1,420
9672,38,564
9673,16,767
9674,28,339
9675,42,1000
9676,35,1141
9677,17,1074
9678,13,163
9679,49,1150
9680,37,847
9681,43,1002
9682,46,795
9683,36,801
9684,49,781
9685,19,1165
9686,1,1353
9687,24,879
9688,16,1300
9689,26,753
9690,34,278
9691,31,976
9692,52,1120
9693,6,1022
9694,14,282
9695,27,1292
9696,2,965
9697,55,826
9698,5,852
9699,27,737
9700,34,643
9701,54,726
9702,5,57
9703,5,1073
9704,53,1179
9705,45,954
9706,48,712
9707,45,916
9708,23,1294
9709,15,96
9710,20,1222
9711,28,1021
9712,3,168
9713,55,776
9714,57,281
9715,6,953
9716,24,1270
9717,10,312
9718,1,278
9719,42,598
9720,10,216
9721,35,443
9722,27,836
9723,40,1202
9724,52,1387
9725,59,274
9726,4,766
9727,18,901
9728,23,626
9729,25,650
9730,39,924
9731,26,129
9732,53,212
9733,35,379
9734,36,769
9735,3,732
9736,44,929
9737,13,671
9738,50,1054
9739,26,837
9740,17,642
9741,51,24
9742,58,717
9743,38,77
9744,53,711
9745,53,1192
9746,9,562
9747,22,951
9748,9,1379
9749,29,589
9750,53,207
9751,6,410
9752,58,448
9753,42,1111
9754,11,797
9755,45,1214
9756,45,1358
9757,25,348
9758,34,536
9759,56,1111
9760,7,621
9761,27,1065
9762,56,1305
9763,38,399
9764,6,10
9765,10,255
9766,43,545
9767,41,1076
9768,49,523
9769,24,771
9770,44,447
9771,46,491
9772,14,309
9773,9,757
9774,40,205
9775,2,203
9776,25,1296
9777,36,752
9778,4,195
9779,19,1275
9780,46,925
9781,58,728
9782,30,294
9783,19,1117
9784,36,1089
9785,34,198
9786,30,572
9787,24,821
9788,38,1119
9789,28,1006
9790,54,782
9791,59,1336
9792,49,619
9793,5,996
9794,6,969
9795,2,751
9796,1,1068
9797,51,135
9798,28,569
9799,43,154
9800,31,120
9801,24,574
9802,4,881
9803,4,30
9804,6,620
9805,7,636
9806,6,834
9807,47,164
9808,43,539
9809,31,565
9810,38,179
9811,35,1117
9812,15,831
9813,35,531
9814,22,117
9815,49,277
9816,55,837
9817,55,1
9818,3,996
9819,48,338
9820,44,1385
9821,37,1020
9822,23,273
9823,25,530
9824,21,1056
9825,40,421
9826,25,712
9827,22,49
9828,11,493
9829,25,1085
9830,38,815
9831,31,760
9832,29,198
9833,27,239
9834,5,329
9835,15,1360
9836,44,488
9837,38,930
9838,43,1171
9839,2,1213
9840,2,994
9841,38,731
9842,28,1276
9843,38,1078
9844,56,390
9845,11,1120
9846,48,154
9847,36,558
9848,57,699
9849,37,704
9850,25,533
9851,1,307
9852,4,1039
9853,29,665
9854,39,1000
9855,47,177
9856,31,237
9857,13,156
9858,2,1189
9859,40,70
9860,6,756
9861,16,564
9862,48,247
9863,9,960
9864,57,44
9865,41,1099
9866,14,1376
9867,53,1008
9868,12,868
9869,36,253
9870,14,1329
9871,6,879
9872,1,882
9873,1,1381
9874,20,43
9875,43,284
9876,44,111
9877,35,1150
9878,5,1162
9879,7,183
9880,41,1154
9881,22,505
9882,59,543
9883,30,1347
9884,30,744
9885,12,1061
9886,10,787
9887,55,583
9888,37,1089
9889,11,1274
9890,14,1272
9891,56,148
9892,56,1070
9893,25,688
9894,21,1189
9895,27,1108
9896,56,989
9897,30,706
9898,48,789
9899,22,994
9900,46,528
9901,30,794
9902,1,1320
9903,14,252
9904,13,924
9905,23,1064
9906,1,502
9907,25,204
9908,58,705
9909,20,516
9910,12,67
9911,31,1061
9912,45,1006
9913,36,1084
9914,41,262
9915,8,413
9916,45,764
9917,31,265
9918,17,938
9919,43,646
9920,59,990
9921,57,552
9922,29,447
9923,19,321
9924,15,966
9925,56,874
9926,53,862
9927,23,1205
9928,1,518
9929,13,937
9930,44,328
9931,51,688
9932,56,1102
9933,53,77
9934,30,1235
9935,56,469
9936,15,712
9937,2,52
9938,42,484
9939,52,519
9940,40,938
9941,30,192
9942,40,784
9943,38,28
9944,12,796
9945,59,775
9946,56,1344
9947,45,462
9948,37,1323
9949,5,337
9950,41,1247
9951,1,340
9952,55,1103
9953,45,855
9954,5,115
9955,16,267
9956,8,170
9957,45,627
9958,56,992
9959,35,785
9960,41,398
9961,24,285
9962,55,423
9963,47,70
9964,32,638
9965,42,1212
9966,37,1165
9967,58,953
9968,22,256
9969,13,128
9970,42,109
9971,22,927
9972,33,790
9973,5,1343
9974,54,507
9975,43,763
9976,21,707
9977,1,1144
9978,56,1138
9979,33,128
9980,28,270
9981,10,141
9982,13,1346
9983,39,940
9984,34,674
9985,34,1325
9986,12,360
9987,26,700
9988,5,923
9989,43,1194
9990,56,834
9991,3,338
9992,24,323
9993,52,858
9994,34,1184
9995,19,52
9996,54,386
9997,19,740
9998,34,849
9999,32,1267
10000,10,1222
10001,59,261
10002,12,181
10003,21,883
10004,55,581
10005,28,849
10006,22,838
10007,6,1011
10008,23,755
10009,34,20
10010,10,858
10011,25,637
10012,15,1344
10013,23,882
10014,25,1026
10015,58,702
10016,43,1222
10017,43,1197
10018,11,516
10019,15,540
10020,25,1348
10021,2,981
10022,36,521
10023,36,1088
10024,30,1015
10025,33,821
10026,38,997
10027,48,355
10028,26,201
10029,19,997
10030,20,394
10031,13,1360
10032,5,933
10033,32,92
10034,18,804
10035,19,885
10036,41,117
10037,16,1170
10038,27,1309
10039,12,170
10040,25,608
10041,18,772
10042,20,1216
10043,31,922
10044,11,1183
10045,33,664
10046,59,214
10047,13,402
10048,47,1262
10049,10,1039
10050,13,909
10051,46,1386
10052,33,433
10053,46,595
10054,18,473
10055,16,754
10056,45,632
10057,46,1123
10058,26,1140
10059,14,1365
10060,44,969
10061,38,323
10062,48,485
10063,24,774
10064,4,1206
10065,25,157
10066,8,1361
10067,32,1104
10068,7,118
10069,53,943
10070,30,448
10071,25,394
10072,57,70
10073,52,1319
10074,45,1384
10075,38,643
10076,13,304
10077,29,1157
10078,53,377
10079,1,1369
10080,37,819
10081,3,263
10082,5,1019
10083,29,163
10084,1,300
10085,14,1356
10086,14,1296
10087,34,856
10088,18,529
10089,40,992
10090,33,208
10091,3,154
10092,55,705
10093,42,597
10094,15,1215
10095,53,1128
10096,24,1094
10097,10,212
10098,34,1304
10099,34,29
10100,39,952
10101,9,647
10102,15,328
10103,53,572
10104,14,1255
10105,16,1257
10106,41,912
10107,2,238
10108,12,841
10109,46,1048
10110,43,734
10111,57,188
10112,25,15
10113,12,451
10114,28,395
10115,23,662
10116,16,350
10117,8,302
10118,16,545
10119,56,838
10120,21,453
10121,18,172
10122,41,465
10123,49,843
10124,30,322
10125,28,108
10126,28,839
10127,13,801
10128,31,1143
10129,24,1283
10130,25,725
10131,17,1272
10132,36,640
10133,12,1345
10134,8,379
10135,59,1011
10136,17,1303
10137,16,1126
10138,53,1279
10139,8,1056
10140,20,110
10141,59,1249
10142,34,640
10143,51,203
10144,58,823
10145,44,421
10146,17,115
10147,54,640
10148,25,1105
10149,45,74
10150,48,1304
10151,38,851
10152,10,697
10153,50,472
10154,22,212
10155,11,1263
10156,9,1221
10157,27,662
10158,28,1107
10159,24,235
10160,48,83
10161,15,204
10162,23,40
10163,19,785
10164,6,738
10165,10,90
10166,52,1201
10167,47,716
10168,39,802
10169,24,941
10170,27,1218
10171,48,1027
10172,56,367
10173,34,1173
10174,13,405
10175,55,391
10176,23,30
10177,15,1085
10178,41,252
10179,52,334
10180,7,529
10181,18,1225
10182,45,744
10183,29,771
10184,45,1366
10185,32,782
10186,9,348
10187,7,283
10188,56,430
10189,44,440
10190,38,142
10191,37,727
10192,33,1135
10193,43,1179
10194,7,83
10195,23,10
10196,36,942
10197,38,612
10198,7,273
10199,35,994
10200,4,1325
10201,35,746
10202,29,404
10203,31,858
10204,44,208
10205,48,349
10206,53,115
10207,33,986
10208,1,142
10209,55,901
10210,49,768
10211,12,862
10212,25,966
10213,41,1226
10214,9,1148
10215,58,727
10216,27,431
10217,51,600
10218,56,556
10219,43,777
10220,20,256
10221,29,930
10222,41,128
10223,36,982
10224,9,663
10225,10,28
10226,7,974
10227,10,291
10228,51,667
10229,10,1376
10230,46,104
10231,54,174
10232,46,724
10233,34,588
10234,4,40
10235,13,721
10236,1,1228
10237,33,1274
10238,55,991
10239,45,775
10240,25,437
10241,16,781
10242,47,460
10243,31,814
10244,28,1144
10245,36,43
10246,10,1019
10247,8,853
10248,52,224
10249,53,444
10250,16,1295
10251,24,76
10252,22,955
10253,27,807
10254,41,649
10255,53,1366
10256,13,903
10257,4,669
10258,5,1247
10259,48,1322
10260,58,1214
10261,3,585
10262,16,534
10263,33,1032
10264,42,541
10265,49,44
10266,5,800
10267,44,742
10268,2,557
10269,36,169
10270,38,1361
10271,4,1077
10272,6,965
10273,52,727
10274,41,35
10275,39,901
10276,26,497
10277,7,916
10278,19,996
10279,20,420
10280,28,417
10281,58,924
10282,33,1193
10283,38,11
10284,30,1355
10285,25,139
10286,35,1182
10287,4,1273
10288,46,1307
10289,48,242
10290,46,744
10291,14,981
10292,58,98
10293,38,347
10294,35,651
10295,17,768
10296,6,1034
10297,49,1324
10298,28,1228
10299,37,1018
10300,39,390
10301,44,197
10302,24,222
10303,25,346
10304,32,489
10305,59,397
10306,6,1156
10307,49,1048
10308,29,943
10309,1,38
10310,37,313
10311,58,133
10312,25,415
10313,34,814
10314,48,1220
10315,31,531
10316,4,664
10317,20,536
10318,48,1294
10319,11,1033
10320,44,848
10321,35,665
10322,10,499
10323,35,91
10324,53,1165
10325,56,1117
10326,45,1382
10327,20,419
10328,43,383
10329,25,1284
10330,9,713
10331,38,643
10332,45,1295
10333,35,836
10334,5,587
10335,20,1383
10336,3,499
10337,33,287
10338,53,968
10339,59,1226
10340,40,505
10341,20,272
10342,55,86
10343,15,1220
10344,55,548
10345,29,873
10346,37,948
10347,45,392
10348,13,314
10349,22,299
10350,33,1243
10351,28,536
10352,26,1078
10353,42,997
10354,22,472
10355,21,1049
10356,46,121
10357,20,148
10358,33,400
10359,24,536
10360,41,1181
10361,19,688
10362,23,445
10363,58,212
10364,30,1254
10365,21,115
10366,40,78
10367,52,986
10368,16,1341
10369,29,36
10370,59,54
10371,4,25
10372,33,974
10373,59,190
10374,36,501
10375,31,1129
10376,43,1347
10377,22,106
10378,50,1045
10379,48,727
10380,58,887
10381,33,1044
10382,36,1381
10383,58,1115
10384,45,1093
10385,49,84
10386,18,796
10387,59,1080
10388,34,572
10389,22,1328
10390,49,779
10391,20,1066
10392,12,469
10393,38,641
10394,40,410
10395,2,1277
10396,34,970
10397,14,873
10398,35,1286
10399,29,989
10400,30,416
10401,13,1199
10402,48,254
10403,21,417
10404,56,240
10405,25,703
10406,43,564
10407,22,1126
10408,34,351
10409,14,460
10410,50,1012
10411,29,225
10412,13,691
10413,6,465
10414,45,147
10415,12,899
10416,28,1215
10417,40,673
10418,43,169
10419,1,1352
10420,22,659
10421,39,318
10422,6,1184
10423,33,1147
10424,58,237
10425,42,883
10426,18,904
10427,14,604
10428,12,27
10429,22,230
10430,4,974
10431,21,463
10432,36,152
10433,40,616
10434,6,580
10435,24,1115
10436,27,198
10437,59,101
10438,17,261
10439,20,462
10440,21,642
10441,57,509
10442,55,303
10443,43,937
10444,59,659
10445,50,379
10446,30,360
10447,45,157
10448,25,450
10449,3,579
10450,30,564
10451,49,1264
10452,9,38
10453,16,91
10454,27,476
10455,39,209
10456,57,530
10457,32,999
10458,31,1350
10459,5,1332
10460,49,607
10461,41,1347
10462,57,1236
10463,22,1038
10464,26,1064
10465,13,1079
10466,45,1312
10467,9,578
10468,46,649
10469,39,240
10470,12,86
10471,39,818
10472,52,983
10473,35,679
10474,58,839
10475,17,242
10476,37,792
10477,8,595
10478,40,323
10479,20,597
10480,44,597
10481,52,588
10482,58,502
10483,31,1058
10484,57,1107
10485,25,846
10486,10,663
10487,23,315
10488,47,1131
10489,30,333
10490,43,178
10491,42,794
10492,15,164
10493,9,973
10494,15,773
10495,49,517
10496,34,1012
10497,59,727
10498,48,333
10499,30,403
10500,1,93
10501,28,605
10502,28,134
10503,34,643
10504,40,441
10505,5,783
10506,10,497
10507,48,569
10508,37,419
10509,7,255
10510,23,1169
10511,39,487
10512,42,1070
10513,40,268
10514,44,461
10515,30,125
10516,31,177
10517,59,169
10518,23,1319
10519,51,48
10520,5,158
10521,7,837
10522,10,1384
10523,47,455
10524,16,1163
10525,9,613
10526,42,1319
10527,57,660
10528,58,826
10529,50,351
10530,7,738
10531,2,390
10532,34,532
10533,12,647
10534,4,1251
10535,50,29
10536,44,716
10537,59,165
10538,5,1029
10539,43,1252
10540,14,373
10541,56,1280
10542,34,1296
10543,30,955
10544,47,299
10545,26,393
10546,40,1085
10547,2,1341
10548,30,355
10549,14,752
10550,30,873
10551,15,780
10552,9,654
10553,49,970
10554,35,194
10555,24,1016
10556,40,891
10557,34,327
10558,38,795
10559,24,935
10560,46,21
10561,52,1313
10562,52,910
10563,42,1170
10564,45,617
10565,24,834
10566,1,65
10567,24,62
10568,45,1051
10569,11,662
10570,18,739
10571,17,485
10572,53,705
10573,22,1329
10574,20,90
10575,52,78
10576,21,309
10577,10,442
10578,49,961
10579,37,792
10580,15,714
10581,32,42
10582,43,897
10583,7,663
10584,3,376
10585,35,1233
10586,42,709
10587,47,735
10588,1,846
10589,11,469
10590,6,1354
10591,53,239
10592,48,607
10593,56,579
10594,21,24
10595,7,373
10596,36,1316
10597,4,223
10598,29,302
10599,24,389
10600,55,1128
10601,10,911
10602,42,1147
10603,52,1228
10604,50,598
10605,42,321
10606,6,857
10607,48,389
10608,39,773
10609,12,1331
10610,55,316
10611,24,671
10612,50,786
10613,51,1043
10614,37,1305
10615,43,537
10616,39,1006
10617,20,168
10618,33,1398
10619,48,1072
10620,58,944
10621,9,630
10622,56,1066
10623,27,623
10624,18,1084
10625,43,875
10626,28,139
10627,24,1272
10628,13,1178
10629,11,378
10630,47,610
10631,46,760
10632,6,588
10633,44,26
10634,40,1177
10635,16,820
10636,38,361
10637,34,272
10638,22,1004
10639,6,571
10640,50,768
10641,56,22
10642,10,938
10643,59,604
10644,16,110
10645,42,60
10646,43,33
10647,40,1129
10648,56,293
10649,42,1103
10650,52,106
10651,41,46
10652,47,1332
10653,34,288
10654,13,1184
10655,56,1095
10656,46,867
10657,55,879
10658,42,968
10659,52,17
10660,5,35
10661,26,470
10662,10,1220
10663,20,155
10664,42,887
10665,35,754
10666,48,176
10667,4,862
10668,42,1309
10669,34,966
10670,8,956
10671,3,666
10672,4,839
10673,13,1203
10674,52,113
10675,47,1144
10676,27,1372
10677,42,6
10678,12,14
10679,15,138
10680,13,853
10681,41,245
10682,12,1175
10683,29,967
10684,34,375
10685,58,694
10686,52,1147
10687,5,1281
10688,32,245
10689,18,371
10690,15,396
10691,54,522
10692,50,1211
10693,12,777
10694,27,216
10695,28,1357
10696,52,1370
10697,41,1330
10698,25,1164
10699,14,1143
10700,11,337
10701,46,697
10702,33,1106
10703,49,494
10704,59,476
10705,48,513
10706,44,1174
10707,53,523
10708,39,70
10709,45,415
10710,14,307
10711,33,730
10712,18,1387
10713,28,228
10714,2,329
10715,47,737
10716,11,1171
10717,47,101
10718,24,621
10719,15,1275
10720,12,687
10721,6,110
10722,2,428
10723,38,1340
10724,16,128
10725,3,1323
10726,46,937
10727,7,393
10728,47,1321
10729,22,1001
10730,14,33
10731,18,773
10732,35,794
10733,27,1155
10734,58,203
10735,45,1205
10736,59,83
10737,5,1370
10738,7,1385
10739,48,100
10740,44,1216
10741,59,366
10742,17,161
10743,57,1011
10744,33,583
10745,58,308
10746,26,1389
10747,34,818
10748,29,668
10749,11,18
10750,47,814
10751,55,995
10752,42,1123
10753,42,1337
10754,12,1000
10755,11,1011
10756,25,1075
10757,17,238
10758,50,138
10759,27,296
10760,4,329
10761,7,717
10762,58,922
10763,35,624
10764,43,764
10765,49,356
10766,37,1237
10767,16,1080
10768,14,109
10769,34,1094
10770,34,1370
10771,36,415
10772,33,145
10773,13,179
10774,13,835
10775,16,1372
10776,42,1261
10777,55,1133
10778,49,724
10779,43,653
10780,32,600
10781,41,823
10782,47,320
10783,14,515
10784,14,499
10785,52,250
10786,1,343
10787,7,326
10788,48,1346
10789,25,1231
10790,12,312
10791,6,1364
10792,1,558
10793,10,730
10794,13,499
10795,27,763
10796,28,304
10797,15,1133
10798,59,369
10799,40,1209
10800,50,842
10801,32,78
10802,16,1031
10803,11,1129
10804,20,528
10805,37,379
10806,22,976
10807,25,1300
10808,5,434
10809,50,376
10810,27,457
10811,37,336
10812,3,845
10813,40,1263
10814,14,664
10815,3,1292
10816,21,371
10817,36,986
10818,18,1320
10819,32,570
10820,48,1203
10821,55,700
10822,55,550
10823,6,42
10824,42,216
10825,45,1342
10826,34,637
10827,6,477
10828,10,1099
10829,47,453
10830,27,102
10831,21,593
10832,40,1129
10833,10,43
10834,58,1202
10835,19,1257
10836,42,525
10837,52,67
10838,30,1334
10839,8,215
10840,56,1330
10841,32,9
10842,24,781
10843,21,1009
10844,40,125
10845,12,788
10846,15,1070
10847,19,688
10848,59,13
10849,16,356
10850,38,589
10851,2,775
10852,29,229
10853,15,1074
10854,18,362
10855,44,881
10856,51,1313
10857,24,1077
10858,9,1187
10859,12,706
10860,55,1073
10861,7,774
10862,25,408
10863,57,1162
10864,41,1341
10865,24,646
10866,48,1000
10867,31,336
10868,42,797
10869,16,1120
10870,31,274
10871,58,450
10872,14,659
10873,8,468
10874,35,920
10875,20,320
10876,42,1142
10877,53,1190
10878,45,1387
10879,52,1341
10880,19,178
10881,1,931
10882,2,620
10883,8,1374
10884,50,977
10885,53,242
10886,16,25
10887,2,365
10888,26,830
10889,54,1223
10890,18,939
10891,57,1398
10892,24,149
10893,31,1145
10894,51,979
10895,50,531
10896,51,133
10897,58,990
10898,27,1381
10899,48,568
10900,4,713
10901,31,1344
10902,27,1169
10903,25,237
10904,19,497
10905,34,88
10906,2,3
10907,19,1235
10908,2,125
10909,22,791
10910,58,1398
10911,23,1275
10912,43,712
10913,54,492
10914,52,852
10915,21,1236
10916,8,419
10917,29,363
10918,30,22
10919,50,164
10920,13,923
10921,53,124
10922,42,439
10923,46,154
10924,28,1375
10925,47,681
10926,25,794
10927,31,715
10928,42,1021
10929,4,422
10930,17,413
10931,47,167
10932,22,868
10933,52,87
10934,32,1030
10935,18,167
10936,38,850
10937,50,263
10938,34,1026
10939,16,576
10940,3,1255
10941,26,453
10942,47,718
10943,52,928
10944,20,524
10945,58,1167
10946,27,455
10947,3,1199
10948,53,866
10949,10,357
10950,14,479
10951,50,1357
10952,8,1239
10953,38,53
10954,52,948
10955,11,1296
10956,55,727
10957,29,51
10958,54,753
10959,12,1182
10960,3,1289
10961,43,1310
10962,39,42
10963,11,1306
10964,10,1034
10965,53,631
10966,39,1063
10967,36,266
10968,17,603
10969,34,42
10970,51,456
10971,9,1227
10972,11,1143
10973,31,457
10974,1,207
10975,39,1112
10976,50,1217
10977,45,1023
10978,34,366
10979,17,363
10980,15,73
10981,15,1135
10982,13,153
10983,15,538
10984,27,766
10985,27,631
10986,30,650
10987,5,20
10988,37,561
10989,21,696
10990,2,840
10991,59,189
10992,34,562
10993,39,1352
10994,36,531
10995,40,233
10996,8,1086
10997,55,740
10998,17,145
10999,6,18
11000,37,991
11001,10,1178
11002,27,925
11003,5,700
11004,47,555
11005,29,1371
11006,45,254
11007,19,748
11008,54,952
11009,23,538
11010,20,1072
11011,39,913
11012,42,827
11013,10,290
11014,46,68
11015,10,959
11016,39,243
11017,20,1347
11018,11,318
11019,20,65
11020,7,766
11021,9,655
11022,3,396
11023,57,499
11024,9,71
11025,20,272
11026,10,151
11027,6,1207
11028,18,661
11029,41,502
11030,36,340
11031,18,146
11032,19,1235
11033,56,486
11034,19,1233
11035,18,1216
11036,27,215
11037,14,1057
11038,45,1147
11039,26,264
11040,35,792
11041,28,1323
11042,28,991
